State,County,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
California,"Calaveras County, CA",0002.10,84.9,81.7-97.5,2.9776
California,"Calaveras County, CA",0002.20,79.1,77.6-79.5,1.5965
California,"Calaveras County, CA",0003.00,75.7,75.2-77.5,1.2466
California,"Calaveras County, CA",0004.00,78.8,77.6-79.5,1.3959
California,"Calaveras County, CA",0005.01,80,79.6-81.6,1.0979
California,"Calaveras County, CA",0005.03,84.1,81.7-97.5,2.7545
California,"Calaveras County, CA",0005.04,,,
California,"Colusa County, CA",0001.00,80.7,79.6-81.6,1.4671
California,"Colusa County, CA",0002.00,77.9,77.6-79.5,0.9855
California,"Colusa County, CA",0003.00,82.6,81.7-97.5,1.6565
California,"Colusa County, CA",0004.00,83.9,81.7-97.5,2.2362
California,"Colusa County, CA",0005.00,76,75.2-77.5,1.9466
California,"Contra Costa County, CA",3010.00,78.3,77.6-79.5,1.1457
California,"Contra Costa County, CA",3020.05,77.9,77.6-79.5,2.2286
California,"Contra Costa County, CA",3020.06,78.8,77.6-79.5,2.2962
California,"Contra Costa County, CA",3020.07,75.6,75.2-77.5,1.1443
California,"Contra Costa County, CA",3020.08,84.4,81.7-97.5,3.2073
California,"Contra Costa County, CA",3020.09,76.3,75.2-77.5,1.3149
California,"Contra Costa County, CA",3020.10,80.9,79.6-81.6,2.2389
California,"Contra Costa County, CA",3031.02,83.7,81.7-97.5,3.5146
California,"Contra Costa County, CA",3031.03,81,79.6-81.6,1.234
California,"Contra Costa County, CA",3032.01,80.3,79.6-81.6,1.2826
California,"Contra Costa County, CA",3032.02,79.5,77.6-79.5,1.3926
California,"Contra Costa County, CA",3032.03,82.5,81.7-97.5,1.4468
California,"Contra Costa County, CA",3032.04,79.9,79.6-81.6,1.5139
California,"Contra Costa County, CA",3032.05,83.6,81.7-97.5,1.7687
California,"Contra Costa County, CA",3040.01,,,
California,"Contra Costa County, CA",3040.02,77.8,77.6-79.5,1.9765
California,"Contra Costa County, CA",3040.03,81.2,79.6-81.6,1.4733
California,"Contra Costa County, CA",3040.04,,,
California,"Contra Costa County, CA",3040.05,81,79.6-81.6,1.8948
California,"Contra Costa County, CA",3050.00,72.9,56.9-75.1,1.231
California,"Contra Costa County, CA",3060.02,79.2,77.6-79.5,2.0457
California,"Contra Costa County, CA",3060.03,73.8,56.9-75.1,1.3469
California,"Contra Costa County, CA",3060.04,73.6,56.9-75.1,1.4173
California,"Contra Costa County, CA",3071.01,79.8,79.6-81.6,2.5548
California,"Contra Costa County, CA",3071.02,76.1,75.2-77.5,1.4933
California,"Contra Costa County, CA",3072.01,75.9,75.2-77.5,1.1537
California,"Contra Costa County, CA",3072.02,71.8,56.9-75.1,2.6798
California,"Contra Costa County, CA",3072.04,75.5,75.2-77.5,1.5825
California,"Contra Costa County, CA",3072.05,78.7,77.6-79.5,1.1412
California,"Contra Costa County, CA",3080.01,78.3,77.6-79.5,1.547
California,"Contra Costa County, CA",3080.02,77.3,75.2-77.5,1.4281
California,"Contra Costa County, CA",3090.00,78,77.6-79.5,2.0189
California,"Contra Costa County, CA",3100.00,79.6,79.6-81.6,2.1773
California,"Contra Costa County, CA",3110.00,76.6,75.2-77.5,1.6513
California,"Contra Costa County, CA",3120.00,71.6,56.9-75.1,2.0828
California,"Contra Costa County, CA",3131.01,79.6,79.6-81.6,1.5784
California,"Contra Costa County, CA",3131.02,77.4,75.2-77.5,2.151
California,"Contra Costa County, CA",3131.03,77.8,77.6-79.5,1.2131
California,"Contra Costa County, CA",3132.03,81.6,79.6-81.6,3.0618
California,"Contra Costa County, CA",3132.04,79.5,77.6-79.5,1.5075
California,"Contra Costa County, CA",3132.05,80.9,79.6-81.6,1.8657
California,"Contra Costa County, CA",3132.06,78.1,77.6-79.5,2.454
California,"Contra Costa County, CA",3141.02,78.7,77.6-79.5,2.1192
California,"Contra Costa County, CA",3141.03,77.5,75.2-77.5,1.2266
California,"Contra Costa County, CA",3141.04,77.1,75.2-77.5,1.9329
California,"Contra Costa County, CA",3142.00,77.9,77.6-79.5,1.7608
California,"Contra Costa County, CA",3150.00,78.7,77.6-79.5,2.0422
California,"Contra Costa County, CA",3160.00,,,
California,"Contra Costa County, CA",3170.00,76.2,75.2-77.5,2.1981
California,"Contra Costa County, CA",3180.00,76.9,75.2-77.5,1.4308
California,"Contra Costa County, CA",3190.00,78.2,77.6-79.5,0.9495
California,"Contra Costa County, CA",3200.01,79.4,77.6-79.5,1.4584
California,"Contra Costa County, CA",3200.03,81.5,79.6-81.6,1.9432
California,"Contra Costa County, CA",3200.04,81.8,81.7-97.5,1.7197
California,"Contra Costa County, CA",3211.01,80,79.6-81.6,1.4229
California,"Contra Costa County, CA",3211.02,81.9,81.7-97.5,1.2578
California,"Contra Costa County, CA",3211.03,84.5,81.7-97.5,1.7151
California,"Contra Costa County, CA",3212.00,83.9,81.7-97.5,2.9616
California,"Contra Costa County, CA",3220.00,82.8,81.7-97.5,1.4414
California,"Contra Costa County, CA",3230.00,82,81.7-97.5,1.6006
California,"Contra Costa County, CA",3240.01,86.1,81.7-97.5,3.8982
California,"Contra Costa County, CA",3240.02,80.3,79.6-81.6,1.3785
California,"Contra Costa County, CA",3250.00,78.9,77.6-79.5,1.3568
California,"Contra Costa County, CA",3260.00,82.5,81.7-97.5,1.423
California,"Contra Costa County, CA",3270.00,76.8,75.2-77.5,1.2161
California,"Contra Costa County, CA",3280.00,78.3,77.6-79.5,2.3215
California,"Contra Costa County, CA",3290.00,80.2,79.6-81.6,1.6695
California,"Contra Costa County, CA",3300.00,80.6,79.6-81.6,1.3874
California,"Contra Costa County, CA",3310.00,78.7,77.6-79.5,1.2534
California,"Contra Costa County, CA",3320.00,81,79.6-81.6,1.3532
California,"Contra Costa County, CA",3331.01,86.2,81.7-97.5,3.3761
California,"Contra Costa County, CA",3331.02,80.9,79.6-81.6,1.8841
California,"Contra Costa County, CA",3332.00,79.7,79.6-81.6,1.5673
California,"Contra Costa County, CA",3340.01,73.2,56.9-75.1,1.1407
California,"Contra Costa County, CA",3340.04,79.7,79.6-81.6,1.0698
California,"Contra Costa County, CA",3340.06,84.1,81.7-97.5,1.9791
California,"Contra Costa County, CA",3342.00,83,81.7-97.5,0.9005
California,"Contra Costa County, CA",3350.00,80.2,79.6-81.6,1.7905
California,"Contra Costa County, CA",3361.01,77.1,75.2-77.5,2.7427
California,"Contra Costa County, CA",3361.02,77.1,75.2-77.5,2.3782
California,"Contra Costa County, CA",3362.01,79.4,77.6-79.5,1.5248
California,"Contra Costa County, CA",3362.02,75.8,75.2-77.5,3.9477
California,"Contra Costa County, CA",3371.00,82.4,81.7-97.5,1.7469
California,"Contra Costa County, CA",3372.00,79.1,77.6-79.5,1.1027
California,"Contra Costa County, CA",3373.00,84,81.7-97.5,1.7293
California,"Contra Costa County, CA",3381.01,78.2,77.6-79.5,1.6781
California,"Contra Costa County, CA",3381.02,82.1,81.7-97.5,1.7628
California,"Contra Costa County, CA",3382.01,80.8,79.6-81.6,1.6048
California,"Contra Costa County, CA",3382.03,84.7,81.7-97.5,3.1541
California,"Contra Costa County, CA",3382.04,85.2,81.7-97.5,1.8649
California,"Contra Costa County, CA",3383.01,82.6,81.7-97.5,2.0821
California,"Contra Costa County, CA",3383.02,85.7,81.7-97.5,1.5196
California,"Contra Costa County, CA",3390.01,79.9,79.6-81.6,2.3915
California,"Contra Costa County, CA",3390.02,86.8,81.7-97.5,2.3718
California,"Contra Costa County, CA",3400.01,80.5,79.6-81.6,1.1443
California,"Contra Costa County, CA",3400.02,82.1,81.7-97.5,1.1259
California,"Contra Costa County, CA",3410.00,81.1,79.6-81.6,1.1857
California,"Contra Costa County, CA",3430.01,85,81.7-97.5,1.9986
California,"Contra Costa County, CA",3430.02,82.1,81.7-97.5,1.1141
California,"Contra Costa County, CA",3430.03,83,81.7-97.5,1.8869
California,"Contra Costa County, CA",3451.01,82.6,81.7-97.5,1.9219
California,"Contra Costa County, CA",3451.02,80.8,79.6-81.6,1.2783
California,"Contra Costa County, CA",3451.03,82.9,81.7-97.5,1.5937
California,"Contra Costa County, CA",3451.05,88.3,81.7-97.5,3.2431
California,"Contra Costa County, CA",3451.08,,,
California,"Contra Costa County, CA",3451.11,83.4,81.7-97.5,2.0763
California,"Contra Costa County, CA",3451.12,,,
California,"Contra Costa County, CA",3451.13,86.4,81.7-97.5,3.1682
California,"Contra Costa County, CA",3451.14,84.7,81.7-97.5,1.5539
California,"Contra Costa County, CA",3451.15,88,81.7-97.5,3.6346
California,"Contra Costa County, CA",3451.16,83.5,81.7-97.5,2.6093
California,"Contra Costa County, CA",3452.02,87.8,81.7-97.5,2.5871
California,"Contra Costa County, CA",3452.03,85.4,81.7-97.5,1.6234
California,"Contra Costa County, CA",3452.04,84.1,81.7-97.5,3.7076
California,"Contra Costa County, CA",3461.01,83.5,81.7-97.5,1.7381
California,"Contra Costa County, CA",3461.02,84.5,81.7-97.5,1.4757
California,"Contra Costa County, CA",3462.01,84,81.7-97.5,3.8099
California,"Contra Costa County, CA",3462.03,82.3,81.7-97.5,1.6364
California,"Contra Costa County, CA",3462.04,81.3,79.6-81.6,1.8326
California,"Contra Costa County, CA",3470.00,86.3,81.7-97.5,2.3846
California,"Contra Costa County, CA",3480.00,84.2,81.7-97.5,1.8114
California,"Contra Costa County, CA",3490.00,85.3,81.7-97.5,1.6658
California,"Contra Costa County, CA",3500.00,87,81.7-97.5,3.1814
California,"Contra Costa County, CA",3511.01,,,
California,"Contra Costa County, CA",3511.02,,,
California,"Contra Costa County, CA",3511.03,,,
California,"Contra Costa County, CA",3512.00,83.3,81.7-97.5,1.8055
California,"Contra Costa County, CA",3521.01,83.5,81.7-97.5,1.9822
California,"Contra Costa County, CA",3521.02,86.3,81.7-97.5,1.6141
California,"Contra Costa County, CA",3522.01,85.8,81.7-97.5,3.2017
California,"Contra Costa County, CA",3522.02,,,
California,"Contra Costa County, CA",3530.01,86.9,81.7-97.5,2.0253
California,"Contra Costa County, CA",3530.02,86.9,81.7-97.5,1.583
California,"Contra Costa County, CA",3540.01,81.1,79.6-81.6,1.0157
California,"Contra Costa County, CA",3540.02,88.4,81.7-97.5,1.6438
California,"Contra Costa County, CA",3551.07,77.7,77.6-79.5,1.0701
California,"Contra Costa County, CA",3551.08,78.2,77.6-79.5,1.9604
California,"Contra Costa County, CA",3551.09,81.8,81.7-97.5,1.8507
California,"Contra Costa County, CA",3551.10,75.1,56.9-75.1,2.9958
California,"Contra Costa County, CA",3551.11,80.6,79.6-81.6,2.7485
California,"Contra Costa County, CA",3551.12,85,81.7-97.5,3.4854
California,"Contra Costa County, CA",3551.13,81,79.6-81.6,1.5771
California,"Contra Costa County, CA",3551.14,85,81.7-97.5,1.9003
California,"Contra Costa County, CA",3551.15,81.2,79.6-81.6,3.1269
California,"Contra Costa County, CA",3551.16,81.1,79.6-81.6,3.4619
California,"Contra Costa County, CA",3551.17,,,
California,"Contra Costa County, CA",3552.00,81.4,79.6-81.6,2.8618
California,"Contra Costa County, CA",3553.01,81.4,79.6-81.6,1.2512
California,"Contra Costa County, CA",3553.02,83.7,81.7-97.5,1.6055
California,"Contra Costa County, CA",3553.04,84.7,81.7-97.5,2.0944
California,"Contra Costa County, CA",3553.06,80.7,79.6-81.6,0.9907
California,"Contra Costa County, CA",3560.01,85.6,81.7-97.5,3.3212
California,"Contra Costa County, CA",3560.02,79.5,77.6-79.5,1.3445
California,"Contra Costa County, CA",3570.00,76,75.2-77.5,1.4994
California,"Contra Costa County, CA",3580.00,78.4,77.6-79.5,1.6205
California,"Contra Costa County, CA",3591.02,83.6,81.7-97.5,2.4515
California,"Contra Costa County, CA",3591.03,81.9,81.7-97.5,1.991
California,"Contra Costa County, CA",3591.04,80.9,79.6-81.6,1.6141
California,"Contra Costa County, CA",3591.05,84.7,81.7-97.5,3.3738
California,"Contra Costa County, CA",3592.02,81,79.6-81.6,1.6151
California,"Contra Costa County, CA",3592.03,82.2,81.7-97.5,2.3915
California,"Contra Costa County, CA",3592.04,82.5,81.7-97.5,2.0595
California,"Contra Costa County, CA",3601.01,79.9,79.6-81.6,1.3664
California,"Contra Costa County, CA",3601.02,83.8,81.7-97.5,2.2698
California,"Contra Costa County, CA",3602.00,77.9,77.6-79.5,1.5257
California,"Contra Costa County, CA",3610.00,82.2,81.7-97.5,2.0393
California,"Contra Costa County, CA",3620.00,84.3,81.7-97.5,2.3932
California,"Contra Costa County, CA",3630.00,77,75.2-77.5,2.351
California,"Contra Costa County, CA",3640.02,77.8,77.6-79.5,1.2142
California,"Contra Costa County, CA",3650.02,77.1,75.2-77.5,2.1944
California,"Contra Costa County, CA",3650.03,79.4,77.6-79.5,1.7878
California,"Contra Costa County, CA",3660.01,77.2,75.2-77.5,1.7868
California,"Contra Costa County, CA",3660.02,83.4,81.7-97.5,2.9382
California,"Contra Costa County, CA",3671.00,79.4,77.6-79.5,1.5618
California,"Contra Costa County, CA",3672.00,84,81.7-97.5,3.4014
California,"Contra Costa County, CA",3680.01,78.6,77.6-79.5,2.0441
California,"Contra Costa County, CA",3680.02,75.9,75.2-77.5,1.7473
California,"Contra Costa County, CA",3690.01,77,75.2-77.5,1.2026
California,"Contra Costa County, CA",3690.02,77.6,77.6-79.5,1.4343
California,"Contra Costa County, CA",3700.00,79,77.6-79.5,1.9384
California,"Contra Costa County, CA",3710.00,76.7,75.2-77.5,1.5961
California,"Contra Costa County, CA",3720.00,80.6,79.6-81.6,1.8923
California,"Contra Costa County, CA",3730.00,77.6,77.6-79.5,2.3996
California,"Contra Costa County, CA",3740.00,78.2,77.6-79.5,1.5726
California,"Contra Costa County, CA",3750.00,75.9,75.2-77.5,1.769
California,"Contra Costa County, CA",3760.00,75,56.9-75.1,1.7777
California,"Contra Costa County, CA",3770.00,75.3,75.2-77.5,1.2492
California,"Contra Costa County, CA",3780.00,,,
California,"Contra Costa County, CA",3790.00,73,56.9-75.1,1.669
California,"Contra Costa County, CA",3800.00,80.5,79.6-81.6,2.9167
California,"Contra Costa County, CA",3810.00,76.4,75.2-77.5,1.5195
California,"Contra Costa County, CA",3820.00,75.1,56.9-75.1,1.1867
California,"Contra Costa County, CA",3830.00,80.1,79.6-81.6,1.4534
California,"Contra Costa County, CA",3840.00,84.5,81.7-97.5,1.5132
California,"Contra Costa County, CA",3851.00,86.4,81.7-97.5,2.1743
California,"Contra Costa County, CA",3852.00,,,
California,"Contra Costa County, CA",3860.00,82.9,81.7-97.5,1.7806
California,"Contra Costa County, CA",3870.00,81.1,79.6-81.6,1.5938
California,"Contra Costa County, CA",3880.00,81.2,79.6-81.6,1.5069
California,"Contra Costa County, CA",3891.00,81.4,79.6-81.6,1.9529
California,"Contra Costa County, CA",3892.00,79.3,77.6-79.5,3.779
California,"Contra Costa County, CA",3901.00,87.3,81.7-97.5,2.6143
California,"Contra Costa County, CA",3902.00,85.6,81.7-97.5,1.6654
California,"Contra Costa County, CA",3910.00,90,81.7-97.5,2.607
California,"Contra Costa County, CA",3920.00,82.5,81.7-97.5,2.06
California,"Contra Costa County, CA",3922.00,81.8,81.7-97.5,1.5366
California,"Contra Costa County, CA",3923.00,84.9,81.7-97.5,3.2785
California,Contra Costa County,9900.00,,,
California,"Del Norte County, CA",0001.01,73.1,56.9-75.1,1.4431
California,"Del Norte County, CA",0001.02,75.4,75.2-77.5,1.6749
California,"Del Norte County, CA",0001.04,77,75.2-77.5,1.3204
California,"Del Norte County, CA",0001.05,75.1,56.9-75.1,1.1459
California,"Del Norte County, CA",0002.01,78,77.6-79.5,1.6231
California,"Del Norte County, CA",0002.02,79.7,79.6-81.6,2.6919
California,"Del Norte County, CA",0002.03,77.1,75.2-77.5,2.8289
California,Del Norte County,9900.00,,,
California,"El Dorado County, CA",0302.00,80.1,79.6-81.6,1.3541
California,"El Dorado County, CA",0303.01,79.7,79.6-81.6,2.5394
California,"El Dorado County, CA",0303.02,79.2,77.6-79.5,1.9636
California,"El Dorado County, CA",0304.01,81.8,81.7-97.5,2.4082
California,"El Dorado County, CA",0304.02,74.6,56.9-75.1,1.2989
California,"El Dorado County, CA",0305.02,78.1,77.6-79.5,1.6886
California,"El Dorado County, CA",0305.04,,,
California,"El Dorado County, CA",0305.05,80.4,79.6-81.6,2.2848
California,"El Dorado County, CA",0306.01,90.4,81.7-97.5,3.9182
California,"El Dorado County, CA",0306.02,83.3,81.7-97.5,2.0178
California,"El Dorado County, CA",0306.03,81.2,79.6-81.6,2.9066
California,"El Dorado County, CA",0307.01,87.8,81.7-97.5,3.4478
California,"El Dorado County, CA",0307.04,83.4,81.7-97.5,1.4907
California,"El Dorado County, CA",0307.06,,,
California,"El Dorado County, CA",0307.09,81.3,79.6-81.6,1.3875
California,"El Dorado County, CA",0307.10,82.3,81.7-97.5,0.9925
California,"El Dorado County, CA",0308.01,82.5,81.7-97.5,2.1084
California,"El Dorado County, CA",0308.03,81.1,79.6-81.6,1.4109
California,"El Dorado County, CA",0308.04,82.2,81.7-97.5,1.4067
California,"El Dorado County, CA",0308.07,81.6,79.6-81.6,1.6822
California,"El Dorado County, CA",0308.08,82.8,81.7-97.5,2.1
California,"El Dorado County, CA",0308.09,83,81.7-97.5,2.3698
California,"El Dorado County, CA",0308.10,79.5,77.6-79.5,1.9449
California,"El Dorado County, CA",0309.01,,,
California,"El Dorado County, CA",0309.02,77.2,75.2-77.5,1.6953
California,"El Dorado County, CA",0310.00,79.4,77.6-79.5,1.8055
California,"El Dorado County, CA",0311.00,78.4,77.6-79.5,1.4965
California,"El Dorado County, CA",0312.00,78.9,77.6-79.5,1.0051
California,"El Dorado County, CA",0313.01,79.5,77.6-79.5,2.0598
California,"El Dorado County, CA",0313.02,76.5,75.2-77.5,2.0503
California,"El Dorado County, CA",0314.02,76.4,75.2-77.5,1.3059
California,"El Dorado County, CA",0314.04,80.3,79.6-81.6,1.2551
California,"El Dorado County, CA",0314.05,81.1,79.6-81.6,2.1198
California,"El Dorado County, CA",0314.06,80,79.6-81.6,1.3325
California,"El Dorado County, CA",0315.02,77.7,77.6-79.5,1.4224
California,"El Dorado County, CA",0315.03,83.2,81.7-97.5,2.6187
California,"El Dorado County, CA",0315.04,79,77.6-79.5,1.2142
California,"El Dorado County, CA",0316.00,76.5,75.2-77.5,2.1312
California,"El Dorado County, CA",0317.00,86.3,81.7-97.5,3.5816
California,"El Dorado County, CA",0318.00,81.4,79.6-81.6,2.1596
California,"El Dorado County, CA",0319.00,,,
California,"El Dorado County, CA",0320.00,,,
California,El Dorado County,9900.00,,,
California,"Fresno County, CA",0001.00,,,
California,"Fresno County, CA",0002.00,71.8,56.9-75.1,2.0837
California,"Fresno County, CA",0003.00,70.8,56.9-75.1,2.0145
California,"Fresno County, CA",0004.00,79.4,77.6-79.5,2.948
California,"Fresno County, CA",0005.01,75.9,75.2-77.5,1.4841
California,"Fresno County, CA",0005.02,75.1,56.9-75.1,2.0888
California,"Fresno County, CA",0006.00,70.4,56.9-75.1,2.0426
California,"Fresno County, CA",0007.00,71.9,56.9-75.1,1.8077
California,"Fresno County, CA",0008.00,72.4,56.9-75.1,2.728
California,"Fresno County, CA",0009.01,72,56.9-75.1,1.8065
California,"Fresno County, CA",0009.02,76.9,75.2-77.5,2.5644
California,"Fresno County, CA",0010.00,74.7,56.9-75.1,1.8744
California,"Fresno County, CA",0011.00,74.8,56.9-75.1,1.8102
California,"Fresno County, CA",0012.01,72.5,56.9-75.1,1.5068
California,"Fresno County, CA",0012.02,77.7,77.6-79.5,2.9716
California,"Fresno County, CA",0013.01,77.8,77.6-79.5,1.8417
California,"Fresno County, CA",0013.03,75.9,75.2-77.5,2.9478
California,"Fresno County, CA",0013.04,75.3,75.2-77.5,1.5006
California,"Fresno County, CA",0014.07,75.3,75.2-77.5,2.5654
California,"Fresno County, CA",0014.08,74,56.9-75.1,1.905
California,"Fresno County, CA",0014.09,80.3,79.6-81.6,2.2373
California,"Fresno County, CA",0014.10,80.6,79.6-81.6,2.6524
California,"Fresno County, CA",0014.11,77.7,77.6-79.5,2.0237
California,"Fresno County, CA",0014.12,82.7,81.7-97.5,2.4696
California,"Fresno County, CA",0014.13,79.3,77.6-79.5,1.5144
California,"Fresno County, CA",0014.14,80.4,79.6-81.6,1.2742
California,"Fresno County, CA",0015.00,73.7,56.9-75.1,1.7417
California,"Fresno County, CA",0016.00,79.2,77.6-79.5,1.4608
California,"Fresno County, CA",0017.00,78.6,77.6-79.5,1.4905
California,"Fresno County, CA",0018.00,77,75.2-77.5,1.2074
