Census Tract,Median Income,Margin of Error,Margin of Error in Thousands,Median Income in Thousands
2011.2,78750,3694,78.75,78.75
4307.24,78750,12007,78.75,78.75
5033.02,78810,7206,78.81,78.81
5433.06,78900,14016,78.9,78.9
5551.07,78947,18847,78.947,78.947
5508.01,78976,19813,78.976,78.976
7009.02,79037,17015,79.037,79.037
1216,79048,17660,79.048,79.048
2220.01,79082,8276,79.082,79.082
4021.02,79097,6722,79.097,79.097
4305.02,79167,18520,79.167,79.167
5526.01,79232,8049,79.232,79.232
1872,79327,4248,79.327,79.327
4812.01,79423,9097,79.423,79.423
9203.12,79444,19023,79.444,79.444
4006.05,79464,33171,79.464,79.464
4069.03,79500,11403,79.5,79.5
5531,79500,17068,79.5,79.5
1329,79534,10778,79.534,79.534
1897.02,79536,6793,79.536,79.536
2164.02,79583,11745,79.583,79.583
2701.02,79583,30355,79.583,79.583
5514.02,79583,17511,79.583,79.583
5553,79704,26004,79.704,79.704
4076.02,79732,15877,79.732,79.732
2766.05,79750,17614,79.75,79.75
2673,79919,31834,79.919,79.919
5031.03,79958,14506,79.958,79.958
3017.01,80032,17346,80.032,80.032
5020.04,80076,18958,80.076,80.076
2975.02,80109,20725,80.109,80.109
3109,80150,13388,80.15,80.15
5771,80203,6411,80.203,80.203
9800.25,80206,42307,80.206,80.206
4616,80231,27263,80.231,80.231
5016,80246,31881,80.246,80.246
4070.02,80313,23751,80.313,80.313
7003,80381,10855,80.381,80.381
2943.01,80382,15270,80.382,80.382
5506.01,80400,6253,80.4,80.4
4021.01,80417,12801,80.417,80.417
7008.01,80417,21019,80.417,80.417
6007.03,80446,10249,80.446,80.446
1898.01,80663,17694,80.663,80.663
1254.02,80703,21723,80.703,80.703
1237,80710,12665,80.71,80.71
1070.2,80739,11797,80.739,80.739
9200.48,80795,16819,80.795,80.795
1832.2,80817,17285,80.817,80.817
1252,80915,16386,80.915,80.915
4803.02,80943,8213,80.943,80.943
4060,81000,8948,81,81
9010.09,81021,14033,81.021,81.021
4808.03,81034,27554,81.034,81.034
5435.01,81054,11060,81.054,81.054
4086.31,81139,20717,81.139,81.139
4039.01,81172,17367,81.172,81.172
7028.03,81184,15833,81.184,81.184
4058,81250,8752,81.25,81.25
3019.01,81362,12106,81.362,81.362
5439.03,81413,14109,81.413,81.413
5024.02,81458,15335,81.458,81.458
5546,81458,10699,81.458,81.458
4022,81558,7132,81.558,81.558
5547,81563,11621,81.563,81.563
4636.01,81655,8329,81.655,81.655
9107.17,81667,30650,81.667,81.667
4057.02,81671,6093,81.671,81.671
6700.03,81691,20553,81.691,81.691
5715.05,81732,26774,81.732,81.732
4308.03,81875,25415,81.875,81.875
9201.02,81875,18782,81.875,81.875
3008,82016,28075,82.016,82.016
4806.01,82138,12304,82.138,82.138
1349.07,82146,15211,82.146,82.146
3118.02,82151,16249,82.151,82.151
5022,82188,16072,82.188,82.188
6032,82237,21148,82.237,82.237
6506.05,82250,21431,82.25,82.25
7004,82308,8979,82.308,82.308
4033.16,82383,17610,82.383,82.383
1021.05,82438,15646,82.438,82.438
6022.02,82472,22899,82.472,82.472
6514.01,82500,21019,82.5,82.5
4081.35,82593,20348,82.593,82.593
4301.02,82651,15151,82.651,82.651
5523.01,82679,10008,82.679,82.679
1238,82785,23105,82.785,82.785
4019.01,82813,24511,82.813,82.813
7009.01,82857,19684,82.857,82.857
2753.13,82862,37444,82.862,82.862
1064.03,82875,15097,82.875,82.875
6024.02,82917,11903,82.917,82.917
4081.33,83006,26056,83.006,83.006
3006.01,83053,18275,83.053,83.053
4049.02,83108,10131,83.108,83.108
4033.23,83125,14191,83.125,83.125
1152.04,83176,32015,83.176,83.176
5302.02,83182,14377,83.182,83.182
1021.07,83200,25955,83.2,83.2
2718.03,83226,6367,83.226,83.226
1348.01,83277,30199,83.277,83.277
1342.01,83295,11565,83.295,83.295
2092.01,83313,12021,83.313,83.313
2144,83314,9508,83.314,83.314
1974.2,83400,22897,83.4,83.4
2163.02,83417,20391,83.417,83.417
5004.03,83438,19144,83.438,83.438
5017,83438,29889,83.438,83.438
4070.01,83480,14249,83.48,83.48
1944.02,83485,20758,83.485,83.485
6006.01,83599,10810,83.599,83.599
4081.41,83618,11028,83.618,83.618
4084.01,83636,12531,83.636,83.636
5037.02,83664,7058,83.664,83.664
2701.01,83667,11295,83.667,83.667
5501.01,83667,33210,83.667,83.667
4080.04,83684,8796,83.684,83.684
6700.02,83791,9351,83.791,83.791
4622.02,83813,10969,83.813,83.813
2738,83821,8423,83.821,83.821
1862.02,83836,18267,83.836,83.836
5519,83843,11626,83.843,83.843
5527,83900,17233,83.9,83.9
7005.02,83971,26101,83.971,83.971
1094,83986,14587,83.986,83.986
1190.04,84028,17013,84.028,84.028
2169.01,84102,24596,84.102,84.102
5701,84120,9852,84.12,84.12
4015,84146,14591,84.146,84.146
7028.01,84207,29312,84.207,84.207
1199,84231,24200,84.231,84.231
4013.11,84268,13145,84.268,84.268
5534,84306,7450,84.306,84.306
2675.02,84315,15826,84.315,84.315
9200.29,84315,12838,84.315,84.315
1371.03,84327,11042,84.327,84.327
2753.11,84337,14569,84.337,84.337
4322.01,84412,23664,84.412,84.412
4635,84464,24411,84.464,84.464
1871.01,84531,11982,84.531,84.531
6503,84612,22519,84.612,84.612
6512.21,84625,19418,84.625,84.625
4086.26,84671,18322,84.671,84.671
1923,84924,23564,84.924,84.924
1133.01,84975,22054,84.975,84.975
5508.02,85017,20449,85.017,85.017
1065.1,85032,28218,85.032,85.032
4003.04,85119,17511,85.119,85.119
1210.1,85208,18900,85.208,85.208
1958.03,85234,16649,85.234,85.234
2171.01,85294,55890,85.294,85.294
4056,85368,15009,85.368,85.368
4080.06,85389,10107,85.389,85.389
1814,85409,5706,85.409,85.409
5436.05,85410,19889,85.41,85.41
2342,85429,19829,85.429,85.429
4020.01,85441,37623,85.441,85.441
1832.21,85450,21828,85.45,85.45
1436.03,85455,18919,85.455,85.455
2643.05,85493,12636,85.493,85.493
4307.01,85536,18154,85.536,85.536
3021.02,85729,21292,85.729,85.729
2964.01,85733,19072,85.733,85.733
1899.03,85745,20878,85.745,85.745
2963,85750,18284,85.75,85.75
2340.01,85757,15220,85.757,85.757
5528,85794,8920,85.794,85.794
1060.2,85800,19327,85.8,85.8
5010.01,85800,23006,85.8,85.8
9200.41,85821,6458,85.821,85.821
9203.34,85857,30395,85.857,85.857
5028.01,85859,10736,85.859,85.859
1240,85941,16583,85.941,85.941
5709.02,85964,15992,85.964,85.964
4079.02,86058,19643,86.058,86.058
4800.12,86058,10487,86.058,86.058
5019,86103,19419,86.103,86.103
5520.01,86111,15984,86.111,86.111
4046,86250,12197,86.25,86.25
1973,86326,11752,86.326,86.326
1133.24,86347,1414,86.347,86.347
9103.02,86375,12614,86.375,86.375
5503.01,86380,16681,86.38,86.38
1974.1,86414,30389,86.414,86.414
5434,86447,19148,86.447,86.447
2164.01,86504,9595,86.504,86.504
4066.02,86630,16858,86.63,86.63
4801.01,86639,19703,86.639,86.639
4064.13,86667,5688,86.667,86.667
2351,86700,6049,86.7,86.7
5515.02,86703,12451,86.703,86.703
1837.02,86719,21568,86.719,86.719
2127.02,86750,16473,86.75,86.75
3116.01,86750,49985,86.75,86.75
1412.01,86754,6779,86.754,86.754
4075.02,86806,13573,86.806,86.806
2699.07,86821,12085,86.821,86.821
5438.03,86838,32787,86.838,86.838
4312,86951,18987,86.951,86.951
4628,86955,9776,86.955,86.955
6005.01,86985,20109,86.985,86.985
1171.01,87014,15233,87.014,87.014
1318.02,87050,32495,87.05,87.05
1013,87066,27204,87.066,87.066
4033.18,87121,12207,87.121,87.121
4318,87148,22724,87.148,87.148
1413.06,87188,26172,87.188,87.188
2766.07,87273,30392,87.273,87.273
1924.1,87302,17568,87.302,87.302
4819.01,87303,13003,87.303,87.303
4034.02,87311,8928,87.311,87.311
5038.01,87381,12922,87.381,87.381
2933.01,87390,11229,87.39,87.39
1320.02,87432,23165,87.432,87.432
5767,87466,16960,87.466,87.466
4016.01,87500,19159,87.5,87.5
4801.02,87543,10569,87.543,87.543
4019.02,87608,12442,87.608,87.608
5750.01,87610,14701,87.61,87.61
1098,87750,25848,87.75,87.75
4006.03,87768,7405,87.768,87.768
1286.02,87772,25422,87.772,87.772
4802.02,87778,27226,87.778,87.778
1349.01,87875,23419,87.875,87.875
5510.01,87917,29528,87.917,87.917
1390.01,87952,19590,87.952,87.952
4080.03,88000,25435,88,88
1244,88125,22821,88.125,88.125
4067.02,88173,11449,88.173,88.173
2697,88214,14264,88.214,88.214
5518.01,88297,16361,88.297,88.297
7020.02,88375,14951,88.375,88.375
1851.01,88400,12221,88.4,88.4
3006.02,88403,12515,88.403,88.403
4083.02,88417,32393,88.417,88.417
5772,88520,7405,88.52,88.52
1133.03,88567,13485,88.567,88.567
5437.05,88634,15760,88.634,88.634
4040,88681,16729,88.681,88.681
2913,88690,23497,88.69,88.69
1882.01,88786,16397,88.786,88.786
9203.4,88787,24754,88.787,88.787
1348.02,88806,16870,88.806,88.806
2712,88889,33158,88.889,88.889
1064.06,89059,6293,89.059,89.059
5760.01,89109,12289,89.109,89.109
1245,89125,40601,89.125,89.125
1436.06,89135,47674,89.135,89.135
5542.01,89141,4781,89.141,89.141
4012.03,89172,14574,89.172,89.172
2699.05,89194,10010,89.194,89.194
9200.34,89234,15265,89.234,89.234
2678,89246,21239,89.246,89.246
1194,89281,14377,89.281,89.281
4033.28,89318,26953,89.318,89.318
6041.02,89347,28986,89.347,89.347
5742.02,89375,13704,89.375,89.375
7008.02,89398,23439,89.398,89.398
1312,89507,14841,89.507,89.507
3111,89545,26140,89.545,89.545
1919.02,89583,18266,89.583,89.583
1944.01,89657,14138,89.657,89.657
1134.24,89661,32773,89.661,89.661
5438.04,89667,20388,89.667,89.667
5433.21,89750,31412,89.75,89.75
5707.01,89821,17906,89.821,89.821
2656.01,89844,45419,89.844,89.844
4820.01,89890,24259,89.89,89.89
7025.02,89926,23498,89.926,89.926
1852.04,90000,17942,90,90
2756.03,90000,47046,90,90
5502.02,90000,10340,90,90
4033.19,90053,24252,90.053,90.053
5436.01,90069,17893,90.069,90.069
2364,90102,14722,90.102,90.102
5506.02,90156,19719,90.156,90.156
5773,90202,15871,90.202,90.202
1190.01,90238,9069,90.238,90.238
2933.02,90255,5747,90.255,90.255
5545.21,90280,12301,90.28,90.28
5776.02,90309,10013,90.309,90.309
1343.03,90313,21153,90.313,90.313
5412,90328,9579,90.328,90.328
1412.02,90474,12626,90.474,90.474
1852.02,90529,24910,90.529,90.529
1816,90571,31526,90.571,90.571
1372.03,90577,34949,90.577,90.577
9102.13,90682,68649,90.682,90.682
1863.02,90694,23585,90.694,90.694
9012.14,90741,22512,90.741,90.741
4821.02,90833,20968,90.833,90.833
1048.23,90852,21956,90.852,90.852
1043.1,90893,25068,90.893,90.893
4631.03,90923,8574,90.923,90.923
4309.02,90930,8473,90.93,90.93
6512.22,90963,7405,90.963,90.963
6508.02,91250,28401,91.25,91.25
2162.02,91281,23327,91.281,91.281
6500.04,91375,23388,91.375,91.375
4074,91389,21935,91.389,91.389
2735.02,91396,3459,91.396,91.396
4011.02,91483,12285,91.483,91.483
6027,91484,33756,91.484,91.484
6509.03,91542,30471,91.542,91.542
4012.02,91563,22382,91.563,91.563
1192.01,91597,11109,91.597,91.597
2657.02,91731,50246,91.731,91.731
7028.02,91743,10196,91.743,91.743
2761.01,91770,20636,91.77,91.77
1096.04,91776,10136,91.776,91.776
9108.14,91875,11693,91.875,91.875
4086.25,91898,21055,91.898,91.898
4067.01,91944,18809,91.944,91.944
1311,91989,17925,91.989,91.989
9201.15,92008,27708,92.008,92.008
9201.06,92061,6974,92.061,92.061
4039.02,92083,22779,92.083,92.083
5029.01,92101,20624,92.101,92.101
6206.01,92135,16986,92.135,92.135
4300.05,92194,35228,92.194,92.194
6510.02,92344,24808,92.344,92.344
6037.03,92364,21247,92.364,92.364
1891.01,92404,20806,92.404,92.404
4081.36,92411,18039,92.411,92.411
1941.01,92434,28632,92.434,92.434
4085.04,92500,18168,92.5,92.5
4624,92500,10854,92.5,92.5
4065,92599,13960,92.599,92.599
8003.33,92635,21281,92.635,92.635
6500.01,92674,30317,92.674,92.674
9200.3,92759,9695,92.759,92.759
1431.02,92800,20549,92.8,92.8
5548.02,92893,21971,92.893,92.893
4604.01,92917,35983,92.917,92.917
2074,93036,43287,93.036,93.036
9203.3,93051,15448,93.051,93.051
3004,93077,34504,93.077,93.077
1011.22,93125,15209,93.125,93.125
1172.02,93214,39881,93.214,93.214
2073.08,93226,32659,93.226,93.226
1310.24,93233,25551,93.233,93.233
4054,93286,14794,93.286,93.286
5530,93322,13537,93.322,93.322
2674.04,93333,24899,93.333,93.333
6035,93361,15671,93.361,93.361
2674.03,93367,14049,93.367,93.367
1288.02,93526,10490,93.526,93.526
5545.13,93542,20373,93.542,93.542
1132.11,93571,6223,93.571,93.571
7015.02,93590,18140,93.59,93.59
5714,93629,22754,93.629,93.629
1375.01,93654,14476,93.654,93.654
4303.02,93750,19275,93.75,93.75
1831.04,93798,21460,93.798,93.798
1832.22,93839,34066,93.839,93.839
3110,93864,24321,93.864,93.864
6501.02,94000,26660,94,94
4308.01,94196,19508,94.196,94.196
1190.03,94219,8247,94.219,94.219
2643.06,94313,35750,94.313,94.313
4036.01,94333,7910,94.333,94.333
1132.12,94464,16410,94.464,94.464
1066.49,94471,7740,94.471,94.471
6501.01,94481,26613,94.481,94.481
5010.02,94527,9753,94.527,94.527
9012.16,94528,18245,94.528,94.528
9203.29,94712,18140,94.712,94.712
4321.02,94895,14645,94.895,94.895
1891.02,95000,13378,95,95
4636.02,95094,24443,95.094,95.094
5038.02,95101,7734,95.101,95.101
4057.01,95189,7332,95.189,95.189
2756.05,95192,34435,95.192,95.192
4063,95231,22625,95.231,95.231
2169.02,95337,47120,95.337,95.337
2657.01,95357,52451,95.357,95.357
2360.01,95400,13106,95.4,95.4
6212.04,95417,17857,95.417,95.417
5720.01,95592,15202,95.592,95.592
7030.03,95613,20478,95.613,95.613
2716,95615,20496,95.615,95.615
1395.02,95625,23803,95.625,95.625
7032,95722,20270,95.722,95.722
3106.02,95729,18934,95.729,95.729
1096.01,95820,15014,95.82,95.82
4625,95833,30117,95.833,95.833
2145.01,95861,9128,95.861,95.861
1396,95893,20985,95.893,95.893
5433.22,95938,35576,95.938,95.938
3010,95956,16272,95.956,95.956
5510.02,96007,31094,96.007,96.007
1351.13,96042,22057,96.042,96.042
1285,96048,14453,96.048,96.048
9102.17,96058,12960,96.058,96.058
5437.03,96094,25648,96.094,96.094
1134.23,96108,9886,96.108,96.108
9200.42,96200,20327,96.2,96.2
5545.15,96250,25811,96.25,96.25
7031,96270,21310,96.27,96.27
9102.14,96337,8564,96.337,96.337
1093,96339,8705,96.339,96.339
1133.22,96387,9572,96.387,96.387
6213.24,96392,9870,96.392,96.392
5775.04,96411,16132,96.411,96.411
4827.02,96484,22901,96.484,96.484
1061.12,96688,9932,96.688,96.688
1952.01,96696,16447,96.696,96.696
3102.01,96696,17439,96.696,96.696
2719.01,96699,21550,96.699,96.699
7021.02,96724,28838,96.724,96.724
2721,96806,19914,96.806,96.806
1060.1,96964,30325,96.964,96.964
2698,96964,18131,96.964,96.964
6037.02,96964,31632,96.964,96.964
2643.04,97078,22210,97.078,97.078
9200.44,97100,6226,97.1,97.1
2672.01,97321,45524,97.321,97.321
5003,97425,14094,97.425,97.425
5778,97500,23662,97.5,97.5
5774,97528,17575,97.528,97.528
4078.02,97539,16839,97.539,97.539
9102.12,97569,17354,97.569,97.569
1955,97610,21221,97.61,97.61
5032.01,97639,19876,97.639,97.639
7022.01,97642,18205,97.642,97.642
2674.06,97704,30217,97.704,97.704
1198.01,97738,27897,97.738,97.738
9108.04,97792,19662,97.792,97.792
1873,97813,16362,97.813,97.813
4807.04,97818,16252,97.818,97.818
1284,97935,23690,97.935,97.935
6513.04,97940,6254,97.94,97.94
2766.08,98000,23276,98,98
9107.09,98088,30126,98.088,98.088
4034.04,98173,35758,98.173,98.173
5034.01,98239,22747,98.239,98.239
2170.02,98265,18020,98.265,98.265
4632,98300,22424,98.3,98.3
6511.01,98317,15932,98.317,98.317
2715,98452,28928,98.452,98.452
2723.01,98495,13841,98.495,98.495
9203.03,98533,13377,98.533,98.533
3104,98558,48368,98.558,98.558
4086.24,98571,30607,98.571,98.571
1113.03,98617,23915,98.617,98.617
5700.02,98631,9284,98.631,98.631
7024,98656,23976,98.656,98.656
4079.01,98707,43074,98.707,98.707
1197,98795,16323,98.795,98.795
6509.04,98846,16031,98.846,98.846
2655.24,98906,23030,98.906,98.906
1021.04,98973,19597,98.973,98.973
4818,99107,17199,99.107,99.107
5012,99107,13337,99.107,99.107
4634,99159,11062,99.159,99.159
5433.04,99167,16762,99.167,99.167
4602,99223,29862,99.223,99.223
2060.52,99241,25083,99.241,99.241
2717.03,99339,15884,99.339,99.339
1411.02,99375,24411,99.375,99.375
4611,99511,7616,99.511,99.511
5722.02,99524,7465,99.524,99.524
5026.03,99625,21962,99.625,99.625
9200.4,99688,14363,99.688,99.688
2674.05,99692,30192,99.692,99.692
1289.1,99750,26606,99.75,99.75
4320.01,99767,26134,99.767,99.767
1375.02,99804,22994,99.804,99.804
1431.01,99875,42150,99.875,99.875
1153.01,99938,18421,99.938,99.938
1061.13,99952,26201,99.952,99.952
1861,100074,10132,100.074,100.074
2732,100100,46089,100.1,100.1
5037.05,100284,19006,100.284,100.284
5532.02,100350,18498,100.35,100.35
1436.02,100482,18554,100.482,100.482
1941.02,100515,38396,100.515,100.515
2148,100573,40646,100.573,100.573
2753.12,100667,17720,100.667,100.667
2699.06,100682,15463,100.682,100.682
4321.01,100698,19963,100.698,100.698
9108.08,100759,36902,100.759,100.759
3015.01,100833,29659,100.833,100.833
5026.04,100918,28558,100.918,100.918
6704.07,100938,17554,100.938,100.938
7023,101014,31332,101.014,101.014
2765,101071,19488,101.071,101.071
1173.03,101146,30400,101.146,101.146
1954,101149,9914,101.149,101.149
4035,101250,31654,101.25,101.25
7030.02,101264,13385,101.264,101.264
6201.01,101389,12994,101.389,101.389
2149.02,101399,10625,101.399,101.399
5700.03,101406,15442,101.406,101.406
6213.26,101406,10154,101.406,101.406
1413.04,101455,16963,101.455,101.455
4086.27,101490,13878,101.49,101.49
2933.06,101500,17546,101.5,101.5
5745,101505,16490,101.505,101.505
1344.23,101563,24342,101.563,101.563
7016.02,101648,30318,101.648,101.648
4033.27,101705,16656,101.705,101.705
9203.31,101706,6919,101.706,101.706
1247,101719,35140,101.719,101.719
5300.05,101750,19471,101.75,101.75
5532.01,101750,12598,101.75,101.75
5034.02,101756,11409,101.756,101.756
1993,102000,36958,102,102
4316,102025,18994,102.025,102.025
5709.01,102109,13024,102.109,102.109
1041.03,102128,14376,102.128,102.128
4033.17,102150,26290,102.15,102.15
4081.34,102171,17758,102.171,102.171
4008.01,102250,12864,102.25,102.25
2162.01,102254,46830,102.254,102.254
1112.01,102266,17036,102.266,102.266
4037.03,102344,24342,102.344,102.344
1414,102351,9174,102.351,102.351
4034.08,102381,16866,102.381,102.381
9108.15,102400,9309,102.4,102.4
4078.01,102422,16678,102.422,102.422
1351.11,102535,24215,102.535,102.535
5707.03,102614,20696,102.614,102.614
2013.02,102654,12393,102.654,102.654
2970.02,102658,35231,102.658,102.658
4034.09,102679,19988,102.679,102.679
3012.05,102750,31600,102.75,102.75
9304,102778,51467,102.778,102.778
4068.01,102813,19911,102.813,102.813
4633,102821,9864,102.821,102.821
4004.02,103063,34157,103.063,103.063
1097,103153,16467,103.153,103.153
4087.22,103274,14443,103.274,103.274
1959.02,103438,48700,103.438,103.438
5545.22,103466,18148,103.466,103.466
4066.01,103636,13765,103.636,103.636
2651,103750,39856,103.75,103.75
3115,103750,17845,103.75,103.75
4034.01,103750,36339,103.75,103.75
5036.01,103750,16319,103.75,103.75
6502,103797,4864,103.797,103.797
4313,103846,17919,103.846,103.846
4610,103866,21439,103.866,103.866
2141,103901,26545,103.901,103.901
2713,103911,31492,103.911,103.911
2656.02,104375,27228,104.375,104.375
5545.18,104439,9817,104.439,104.439
1343.02,104476,26568,104.476,104.476
1173.02,104554,8178,104.554,104.554
4629,104596,38199,104.596,104.596
5435.02,104677,26171,104.677,104.677
2711,104821,35095,104.821,104.821
5039.02,104841,11356,104.841,104.841
5712.01,104846,9621,104.846,104.846
5437.01,104896,30942,104.896,104.896
3005.01,104926,22179,104.926,104.926
5776.05,104926,4542,104.926,104.926
8002.05,105130,8109,105.13,105.13
1132.35,105333,17203,105.333,105.333
3117,105394,12591,105.394,105.394
6510.01,105417,22764,105.417,105.417
2167,105455,17125,105.455,105.455
5713,105486,14184,105.486,105.486
2170.01,105532,15677,105.532,105.532
2654.1,105625,22443,105.625,105.625
1352.01,105841,7665,105.841,105.841
1945,105959,12597,105.959,105.959
2060.2,105972,16774,105.972,105.972
2672.02,106016,28091,106.016,106.016
1032.02,106125,24243,106.125,106.125
4033.24,106146,34353,106.146,106.146
2079.02,106206,10711,106.206,106.206
6023.01,106488,19576,106.488,106.488
3002,106490,21367,106.49,106.49
4083.03,106579,30517,106.579,106.579
5015.01,106713,18817,106.713,106.713
9010.12,106724,7402,106.724,106.724
2671.02,106742,44517,106.742,106.742
4084.02,106810,16684,106.81,106.81
1370,106902,30165,106.902,106.902
4308.02,106902,23681,106.902,106.902
1897.03,106970,29190,106.97,106.97
2641.02,107228,15696,107.228,107.228
1061.11,107277,20338,107.277,107.277
4086.29,107344,25878,107.344,107.344
5039.01,107344,19306,107.344,107.344
1111,107386,15209,107.386,107.386
9108.07,107386,11446,107.386,107.386
7014.02,107429,19450,107.429,107.429
1134.28,107522,13126,107.522,107.522
1413.05,107629,27295,107.629,107.629
2671.01,107664,28272,107.664,107.664
5545.17,107672,12713,107.672,107.672
8003.34,107672,26387,107.672,107.672
1352.02,107692,10219,107.692,107.692
2147,107692,40031,107.692,107.692
5718,107692,18615,107.692,107.692
7010,107695,43552,107.695,107.695
1810,107708,26015,107.708,107.708
9200.2,107969,24488,107.969,107.969
9203.32,108015,23634,108.015,108.015
1251.02,108021,43830,108.021,108.021
5741,108250,12217,108.25,108.25
9103.01,108269,24570,108.269,108.269
2652.04,108295,81706,108.295,108.295
3113,108385,21110,108.385,108.385
1319,108424,27978,108.424,108.424
1897.04,108430,61252,108.43,108.43
5545.14,108448,18996,108.448,108.448
5708,108485,12186,108.485,108.485
5437.04,108571,23269,108.571,108.571
1131.01,108587,14156,108.587,108.587
5743,108617,19224,108.617,108.617
2751.01,108750,29178,108.75,108.75
5002.03,108925,19292,108.925,108.925
4002.09,108932,8562,108.932,108.932
1031.01,109000,36458,109,109
1081.02,109091,13481,109.091,109.091
6007.02,109142,25297,109.142,109.142
4630,109223,17480,109.223,109.223
5736.01,109233,21524,109.233,109.233
1174.04,109242,16410,109.242,109.242
1034.01,109271,20741,109.271,109.271
5035.02,109340,16039,109.34,109.34
4018.02,109450,32087,109.45,109.45
6214,109485,14577,109.485,109.485
5040.02,109500,13920,109.5,109.5
4302,109519,39952,109.519,109.519
5776.04,109750,45374,109.75,109.75
4033.21,109924,13599,109.924,109.924
5711.01,109985,8773,109.985,109.985
2920.02,110040,12636,110.04,110.04
6213.01,110243,17986,110.243,110.243
7026,110285,33826,110.285,110.285
5746.02,110469,33086,110.469,110.469
5742.01,110500,6989,110.5,110.5
6704.16,110625,20809,110.625,110.625
3103,110729,43121,110.729,110.729
1066.41,111000,32127,111,111
2737,111036,23301,111.036,111.036
9102.1,111044,13606,111.044,111.044
5507,111212,12905,111.212,111.212
1352.04,111250,23683,111.25,111.25
2780.01,111274,30162,111.274,111.274
1092,111293,14047,111.293,111.293
2679.01,111299,9984,111.299,111.299
5738,111306,18225,111.306,111.306
2675.04,111383,22664,111.383,111.383
1883,111489,9554,111.489,111.489
9203.13,111711,32359,111.711,111.711
6008.01,111725,16488,111.725,111.725
1066.46,111758,14129,111.758,111.758
5700.01,111786,24529,111.786,111.786
2168,111929,22002,111.929,111.929
8004.12,111992,60305,111.992,111.992
4639,112188,12428,112.188,112.188
9010.13,112188,33664,112.188,112.188
1132.13,112222,23345,112.222,112.222
1066.42,112273,29725,112.273,112.273
4010.01,112281,14151,112.281,112.281
9200.17,112292,13977,112.292,112.292
1034.02,112306,26958,112.306,112.306
3003.01,112424,12704,112.424,112.424
4004.03,112622,16064,112.622,112.622
6704.05,112708,37716,112.708,112.708
4317.01,112924,26635,112.924,112.924
1433.02,112955,24361,112.955,112.955
6205.21,112964,23155,112.964,112.964
4037.02,113021,21052,113.021,113.021
3114,113088,19402,113.088,113.088
2146,113512,25712,113.512,113.512
1033,113568,22640,113.568,113.568
9203.26,113614,28846,113.614,113.614
5033.01,113750,19787,113.75,113.75
9012.17,113750,23254,113.75,113.75
1132.31,113929,24091,113.929,113.929
9203.28,113958,50269,113.958,113.958
9010.14,114007,26888,114.007,114.007
1815,114034,20263,114.034,114.034
1371.04,114167,33063,114.167,114.167
9203.14,114205,20033,114.205,114.205
9200.18,114219,20356,114.219,114.219
1066.45,114295,26288,114.295,114.295
4300.03,114654,13931,114.654,114.654
5710,115000,15069,115,115
6200.02,115000,25561,115,115
1862.03,115074,14563,115.074,115.074
1813,115174,18966,115.174,115.174
2691,115452,35227,115.452,115.452
9201.16,115461,27412,115.461,115.461
6508.01,115505,19261,115.505,115.505
5436.07,115536,27019,115.536,115.536
5734.03,115606,15490,115.606,115.606
6212.01,115632,26318,115.632,115.632
1112.02,115799,32774,115.799,115.799
4033.05,115926,15248,115.926,115.926
4012.01,116176,27460,116.176,116.176
1173.01,116333,18594,116.333,116.333
4085.05,116354,13654,116.354,116.354
6506.07,116406,45519,116.406,116.406
2643.03,116414,16755,116.414,116.414
1132.37,116696,63375,116.696,116.696
1434.01,116859,20103,116.859,116.859
5776.06,116900,21348,116.9,116.9
9201.14,117049,20168,117.049,117.049
4800.02,117182,18476,117.182,117.182
9201.09,117292,13084,117.292,117.292
6507.01,117500,11408,117.5,117.5
2652.01,117798,67426,117.798,117.798
5545.12,117895,18172,117.895,117.895
4640,118110,15322,118.11,118.11
2677,118333,27927,118.333,118.333
5737,118409,11654,118.409,118.409
1439.02,118419,19436,118.419,118.419
1287.04,118609,22688,118.609,118.609
4087.07,118714,6447,118.714,118.714
1882.02,119176,18682,119.176,119.176
9200.28,119219,29133,119.219,119.219
6505.01,119449,16833,119.449,119.449
2060.51,119453,59937,119.453,119.453
1435,119816,21363,119.816,119.816
5545.11,120000,32363,120,120
8001.03,120114,24078,120.114,120.114
1344.21,120156,29344,120.156,120.156
7022.02,120268,32543,120.268,120.268
4085.03,120330,15536,120.33,120.33
5744,120379,15833,120.379,120.379
7029,120437,7270,120.437,120.437
1920.02,120475,25546,120.475,120.475
2161,120526,31110,120.526,120.526
2975.01,120577,31445,120.577,120.577
2951.03,120769,14948,120.769,120.769
5505.02,121250,44415,121.25,121.25
2077.11,121477,35511,121.477,121.477
3013,121542,7897,121.542,121.542
9102.16,121563,14231,121.563,121.563
1112.06,122014,21150,122.014,122.014
1892.02,122188,24388,122.188,122.188
7027,122188,31353,122.188,122.188
6505.02,122240,13636,122.24,122.24
4802.01,122455,24379,122.455,122.455
6507.02,122692,12100,122.692,122.692
1437,122750,24458,122.75,122.75
6201.02,123167,43464,123.167,123.167
1374.01,123214,15616,123.214,123.214
3007.02,123445,3107,123.445,123.445
5711.02,123750,34874,123.75,123.75
8003.35,124167,22108,124.167,124.167
9201.12,124286,20843,124.286,124.286
5002.02,124321,37684,124.321,124.321
4626,124438,41293,124.438,124.438
5740,124485,21127,124.485,124.485
2964.02,124500,44190,124.5,124.5
4002.08,124722,14847,124.722,124.722
6203.05,124787,47496,124.787,124.787
